workout_id,date,muscle_group,subgroup,exercise_name,set_number,reps,weight_lbs,set_volume
0,2026-06-15,tricep,lateral_medial,Reverse Grip Pushdown,1,9,41.4,372.6
0,2026-06-15,tricep,lateral_medial,Reverse Grip Pushdown,2,9,37.6,338.4
0,2026-06-15,tricep,lateral_medial,Reverse Grip Pushdown,3,6,44.0,264.0
0,2026-06-16,back,traps,Dumbbell Shrug,1,9,124.5,1120.5
0,2026-06-16,back,traps,Dumbbell Shrug,2,10,118.0,1180.0
0,2026-06-16,back,traps,Dumbbell Shrug,3,9,121.9,1097.1
0,2026-06-16,back,lats,Single-Arm Lat Pulldown,1,7,125.0,875.0
0,2026-06-16,back,lats,Single-Arm Lat Pulldown,2,12,119.8,1437.6
0,2026-06-16,back,lats,Single-Arm Lat Pulldown,3,7,118.8,831.6
0,2026-06-16,back,lats,Single-Arm Lat Pulldown,4,8,120.7,965.6
0,2026-06-16,bicep,supinated,Preacher Curl,1,12,31.6,379.2
0,2026-06-16,bicep,supinated,Preacher Curl,2,8,25.1,200.8
0,2026-06-16,bicep,supinated,Preacher Curl,3,12,31.9,382.8
0,2026-06-16,bicep,nuetral,Rope Hammer Curl,1,10,32.5,325.0
0,2026-06-16,bicep,nuetral,Rope Hammer Curl,2,12,34.0,408.0
0,2026-06-16,bicep,nuetral,Rope Hammer Curl,3,8,32.8,262.4
0,2026-06-17,legs,quads,Leg Press,1,11,146.9,1615.9
0,2026-06-17,legs,quads,Leg Press,2,8,151.8,1214.4
0,2026-06-17,legs,quads,Leg Press,3,11,152.7,1679.7
0,2026-06-17,legs,hamstrings,Seated Leg Curl,1,11,151.5,1666.5
0,2026-06-17,legs,hamstrings,Seated Leg Curl,2,8,152.9,1223.2
0,2026-06-17,legs,hamstrings,Seated Leg Curl,3,6,150.8,904.8
0,2026-06-17,legs,glutes,Glute Bridge,1,8,148.3,1186.4
0,2026-06-17,legs,glutes,Glute Bridge,2,9,146.8,1321.2
0,2026-06-17,legs,glutes,Glute Bridge,3,7,152.9,1070.3
0,2026-06-18,chest,mid_chest,Chest Press Machine,1,8,119.1,952.8
0,2026-06-18,chest,mid_chest,Chest Press Machine,2,9,119.7,1077.3
0,2026-06-18,chest,mid_chest,Chest Press Machine,3,8,117.5,940.0
0,2026-06-18,shoulders,side_delt,Cable Lateral Raise,1,9,39.6,356.4
0,2026-06-18,shoulders,side_delt,Cable Lateral Raise,2,7,37.5,262.5
0,2026-06-18,shoulders,side_delt,Cable Lateral Raise,3,7,38.6,270.2
0,2026-06-18,tricep,long_head,EZ Bar Skull Crusher,1,6,42.9,257.4
0,2026-06-18,tricep,long_head,EZ Bar Skull Crusher,2,6,37.6,225.6
0,2026-06-18,tricep,long_head,EZ Bar Skull Crusher,3,6,39.5,237.0
0,2026-06-18,tricep,long_head,EZ Bar Skull Crusher,4,11,42.5,467.5
0,2026-06-19,back,lower_back,Good Morning,1,11,117.3,1290.3
0,2026-06-19,back,lower_back,Good Morning,2,6,121.2,727.2
0,2026-06-19,back,lower_back,Good Morning,3,10,118.3,1183.0
0,2026-06-19,back,lats,Straight-Arm Pulldown,1,11,115.6,1271.6
0,2026-06-19,back,lats,Straight-Arm Pulldown,2,12,119.6,1435.2
0,2026-06-19,back,lats,Straight-Arm Pulldown,3,11,118.0,1298.0
0,2026-06-19,bicep,supinated,Cable Curl,1,7,25.5,178.5
0,2026-06-19,bicep,supinated,Cable Curl,2,6,28.0,168.0
0,2026-06-19,bicep,supinated,Cable Curl,3,9,26.2,235.8
0,2026-06-19,bicep,nuetral,Hammer Curl,1,9,29.5,265.5
0,2026-06-19,bicep,nuetral,Hammer Curl,2,11,34.5,379.5
0,2026-06-19,bicep,nuetral,Hammer Curl,3,11,34.5,379.5
0,2026-06-20,legs,hamstrings,Seated Leg Curl,1,11,146.0,1606.0
0,2026-06-20,legs,hamstrings,Seated Leg Curl,2,9,151.2,1360.8
0,2026-06-20,legs,hamstrings,Seated Leg Curl,3,8,145.3,1162.4
0,2026-06-20,legs,hamstrings,Seated Leg Curl,4,8,147.2,1177.6
0,2026-06-20,legs,glutes,Smith Machine Hip Thrust,1,12,148.6,1783.2
0,2026-06-20,legs,glutes,Smith Machine Hip Thrust,2,11,148.7,1635.7
0,2026-06-20,legs,glutes,Smith Machine Hip Thrust,3,11,148.6,1634.6
0,2026-06-20,legs,calves,Smith Machine Calf Raise,1,7,154.7,1082.9
0,2026-06-20,legs,calves,Smith Machine Calf Raise,2,12,153.2,1838.4
0,2026-06-20,legs,calves,Smith Machine Calf Raise,3,6,151.6,909.6
0,2026-06-20,legs,calves,Smith Machine Calf Raise,4,11,151.4,1665.4
0,2026-06-23,back,upper_back,Chest-Supported Row,1,6,123.3,739.8
0,2026-06-23,back,upper_back,Chest-Supported Row,2,10,117.1,1171.0
0,2026-06-23,back,upper_back,Chest-Supported Row,3,7,123.1,861.7
0,2026-06-23,back,lats,Wide-Grip Lat Pulldown,1,12,116.5,1398.0
0,2026-06-23,back,lats,Wide-Grip Lat Pulldown,2,10,115.0,1150.0
0,2026-06-23,back,lats,Wide-Grip Lat Pulldown,3,12,124.8,1497.6
0,2026-06-23,back,lats,Wide-Grip Lat Pulldown,4,7,120.4,842.8
0,2026-06-23,bicep,supinated,EZ Bar Curl,1,11,33.7,370.7
0,2026-06-23,bicep,supinated,EZ Bar Curl,2,7,25.1,175.7
0,2026-06-23,bicep,supinated,EZ Bar Curl,3,12,32.9,394.8
0,2026-06-23,bicep,nuetral,Rope Hammer Curl,1,6,26.7,160.2
0,2026-06-23,bicep,nuetral,Rope Hammer Curl,2,6,26.3,157.8
0,2026-06-23,bicep,nuetral,Rope Hammer Curl,3,9,30.3,272.7
0,2026-06-23,bicep,nuetral,Rope Hammer Curl,4,11,25.6,281.6
0,2026-06-24,legs,quads,Leg Extension,1,9,150.0,1350.0
0,2026-06-24,legs,quads,Leg Extension,2,10,145.4,1454.0
0,2026-06-24,legs,quads,Leg Extension,3,12,154.1,1849.2
0,2026-06-24,legs,hamstrings,Lying Leg Curl,1,11,154.6,1700.6
0,2026-06-24,legs,hamstrings,Lying Leg Curl,2,6,155.0,930.0
0,2026-06-24,legs,hamstrings,Lying Leg Curl,3,12,149.0,1788.0
0,2026-06-24,legs,hamstrings,Lying Leg Curl,4,11,146.1,1607.1
0,2026-06-24,legs,glutes,Smith Machine Hip Thrust,1,6,148.2,889.2
0,2026-06-24,legs,glutes,Smith Machine Hip Thrust,2,7,145.7,1019.9
0,2026-06-24,legs,glutes,Smith Machine Hip Thrust,3,8,151.2,1209.6
0,2026-06-25,chest,lower_chest,High to Low Cable Fly,1,9,115.1,1035.9
0,2026-06-25,chest,lower_chest,High to Low Cable Fly,2,9,111.0,999.0
0,2026-06-25,chest,lower_chest,High to Low Cable Fly,3,11,111.1,1222.1
0,2026-06-25,chest,lower_chest,High to Low Cable Fly,4,11,116.5,1281.5
0,2026-06-25,shoulders,rear_delt,Rear Delt Fly,1,9,38.9,350.1
0,2026-06-25,shoulders,rear_delt,Rear Delt Fly,2,9,33.4,300.6
0,2026-06-25,shoulders,rear_delt,Rear Delt Fly,3,9,34.0,306.0
0,2026-06-25,shoulders,rear_delt,Rear Delt Fly,4,11,31.0,341.0
0,2026-06-25,tricep,lateral_medial,Machine Dip,1,11,37.5,412.5
0,2026-06-25,tricep,lateral_medial,Machine Dip,2,7,41.9,293.3
0,2026-06-25,tricep,lateral_medial,Machine Dip,3,9,35.7,321.3
0,2026-06-25,tricep,lateral_medial,Machine Dip,4,12,35.9,430.8
0,2026-06-27,legs,hamstrings,Seated Leg Curl,1,10,154.6,1546.0
0,2026-06-27,legs,hamstrings,Seated Leg Curl,2,10,148.3,1483.0
0,2026-06-27,legs,hamstrings,Seated Leg Curl,3,6,149.1,894.6
0,2026-06-27,legs,glutes,Smith Machine Hip Thrust,1,8,151.0,1208.0
0,2026-06-27,legs,glutes,Smith Machine Hip Thrust,2,8,146.0,1168.0
0,2026-06-27,legs,glutes,Smith Machine Hip Thrust,3,10,147.1,1471.0
0,2026-06-27,legs,calves,Smith Machine Calf Raise,1,12,146.1,1753.2
0,2026-06-27,legs,calves,Smith Machine Calf Raise,2,12,150.6,1807.2
0,2026-06-27,legs,calves,Smith Machine Calf Raise,3,6,152.6,915.6
0,2026-06-29,chest,upper_chest,Incline Chest Press Machine,1,10,119.3,1193.0
0,2026-06-29,chest,upper_chest,Incline Chest Press Machine,2,12,116.9,1402.8
0,2026-06-29,chest,upper_chest,Incline Chest Press Machine,3,6,111.8,670.8
0,2026-06-29,shoulders,front_delt,Arnold Press,1,8,30.1,240.8
0,2026-06-29,shoulders,front_delt,Arnold Press,2,12,31.4,376.8
0,2026-06-29,shoulders,front_delt,Arnold Press,3,11,34.0,374.0
0,2026-06-29,shoulders,front_delt,Arnold Press,4,7,37.4,261.8
0,2026-06-29,tricep,lateral_medial,Tricep Pushdown,1,11,40.3,443.3
0,2026-06-29,tricep,lateral_medial,Tricep Pushdown,2,9,39.2,352.8
0,2026-06-29,tricep,lateral_medial,Tricep Pushdown,3,8,36.6,292.8
0,2026-06-30,back,traps,Barbell Shrug,1,7,116.6,816.2
0,2026-06-30,back,traps,Barbell Shrug,2,10,115.5,1155.0
0,2026-06-30,back,traps,Barbell Shrug,3,6,117.7,706.2
0,2026-06-30,back,lats,Single-Arm Lat Pulldown,1,10,119.4,1194.0
0,2026-06-30,back,lats,Single-Arm Lat Pulldown,2,8,117.2,937.6
0,2026-06-30,back,lats,Single-Arm Lat Pulldown,3,10,116.1,1161.0
0,2026-06-30,back,lats,Single-Arm Lat Pulldown,4,9,116.1,1044.9
0,2026-06-30,bicep,supinated,Incline Dumbbel Curl,1,10,31.7,317.0
0,2026-06-30,bicep,supinated,Incline Dumbbel Curl,2,6,27.2,163.2
0,2026-06-30,bicep,supinated,Incline Dumbbel Curl,3,10,25.5,255.0
0,2026-06-30,bicep,supinated,Incline Dumbbel Curl,4,7,28.0,196.0
0,2026-06-30,bicep,nuetral,Hammer Curl,1,12,27.6,331.2
0,2026-06-30,bicep,nuetral,Hammer Curl,2,8,26.2,209.6
0,2026-06-30,bicep,nuetral,Hammer Curl,3,9,32.5,292.5
0,2026-07-01,legs,quads,Leg Extension,1,10,150.6,1506.0
0,2026-07-01,legs,quads,Leg Extension,2,11,153.1,1684.1
0,2026-07-01,legs,quads,Leg Extension,3,6,149.0,894.0
0,2026-07-01,legs,hamstrings,Romanian Deadlift,1,6,149.6,897.6
0,2026-07-01,legs,hamstrings,Romanian Deadlift,2,6,153.6,921.6
0,2026-07-01,legs,hamstrings,Romanian Deadlift,3,10,149.3,1493.0
0,2026-07-01,legs,hamstrings,Romanian Deadlift,4,9,152.1,1368.9
0,2026-07-01,legs,glutes,Smith Machine Hip Thrust,1,6,149.1,894.6
0,2026-07-01,legs,glutes,Smith Machine Hip Thrust,2,8,146.7,1173.6
0,2026-07-01,legs,glutes,Smith Machine Hip Thrust,3,10,149.6,1496.0
0,2026-07-01,legs,glutes,Smith Machine Hip Thrust,4,11,154.2,1696.2
0,2026-07-02,chest,mid_chest,Barbell Bench Press,1,9,115.9,1043.1
0,2026-07-02,chest,mid_chest,Barbell Bench Press,2,10,110.8,1108.0
0,2026-07-02,chest,mid_chest,Barbell Bench Press,3,12,113.1,1357.2
0,2026-07-02,shoulders,side_delt,Cable Lateral Raise,1,8,37.8,302.4
0,2026-07-02,shoulders,side_delt,Cable Lateral Raise,2,6,35.1,210.6
0,2026-07-02,shoulders,side_delt,Cable Lateral Raise,3,6,35.3,211.8
0,2026-07-02,tricep,long_head,Overhead Cable Extension,1,8,42.3,338.4
0,2026-07-02,tricep,long_head,Overhead Cable Extension,2,12,41.5,498.0
0,2026-07-02,tricep,long_head,Overhead Cable Extension,3,7,37.4,261.8
0,2026-07-02,tricep,long_head,Overhead Cable Extension,4,7,37.6,263.2
0,2026-07-03,back,lower_back,Romanian Deadlift,1,12,121.3,1455.6
0,2026-07-03,back,lower_back,Romanian Deadlift,2,9,122.5,1102.5
0,2026-07-03,back,lower_back,Romanian Deadlift,3,12,120.8,1449.6
0,2026-07-03,back,lats,Straight-Arm Pulldown,1,12,124.7,1496.4
0,2026-07-03,back,lats,Straight-Arm Pulldown,2,8,116.5,932.0
0,2026-07-03,back,lats,Straight-Arm Pulldown,3,6,119.7,718.2
0,2026-07-03,back,lats,Straight-Arm Pulldown,4,11,118.0,1298.0
0,2026-07-03,bicep,supinated,Preacher Curl,1,8,30.1,240.8
0,2026-07-03,bicep,supinated,Preacher Curl,2,8,29.6,236.8
0,2026-07-03,bicep,supinated,Preacher Curl,3,6,25.6,153.6
0,2026-07-03,bicep,nuetral,Cross-Body Hammer Curl,1,11,33.6,369.6
0,2026-07-03,bicep,nuetral,Cross-Body Hammer Curl,2,12,25.9,310.8
0,2026-07-03,bicep,nuetral,Cross-Body Hammer Curl,3,10,30.1,301.0
0,2026-07-04,legs,hamstrings,Romanian Deadlift,1,12,150.7,1808.4
0,2026-07-04,legs,hamstrings,Romanian Deadlift,2,7,148.2,1037.4
0,2026-07-04,legs,hamstrings,Romanian Deadlift,3,9,150.0,1350.0
0,2026-07-04,legs,hamstrings,Romanian Deadlift,4,6,149.5,897.0
0,2026-07-04,legs,glutes,Cable Kickback,1,10,151.5,1515.0
0,2026-07-04,legs,glutes,Cable Kickback,2,6,147.5,885.0
0,2026-07-04,legs,glutes,Cable Kickback,3,9,154.9,1394.1
0,2026-07-04,legs,calves,Seated Calf Raise,1,8,154.2,1233.6
0,2026-07-04,legs,calves,Seated Calf Raise,2,9,149.1,1341.9
0,2026-07-04,legs,calves,Seated Calf Raise,3,8,151.8,1214.4
0,2026-07-04,legs,calves,Seated Calf Raise,4,6,152.9,917.4
0,2026-07-08,legs,quads,Leg Press,1,11,153.5,1688.5
0,2026-07-08,legs,quads,Leg Press,2,10,153.7,1537.0
0,2026-07-08,legs,quads,Leg Press,3,8,145.8,1166.4
0,2026-07-08,legs,quads,Leg Press,4,11,146.4,1610.4
0,2026-07-08,legs,hamstrings,Lying Leg Curl,1,11,152.0,1672.0
0,2026-07-08,legs,hamstrings,Lying Leg Curl,2,9,146.3,1316.7
0,2026-07-08,legs,hamstrings,Lying Leg Curl,3,11,154.4,1698.4
0,2026-07-08,legs,hamstrings,Lying Leg Curl,4,8,150.6,1204.8
0,2026-07-08,legs,glutes,Cable Kickback,1,11,152.0,1672.0
0,2026-07-08,legs,glutes,Cable Kickback,2,11,155.0,1705.0
0,2026-07-08,legs,glutes,Cable Kickback,3,10,145.9,1459.0
0,2026-07-09,chest,lower_chest,Decline Bench Press,1,8,111.8,894.4
0,2026-07-09,chest,lower_chest,Decline Bench Press,2,7,113.4,793.8
0,2026-07-09,chest,lower_chest,Decline Bench Press,3,12,114.9,1378.8
0,2026-07-09,chest,lower_chest,Decline Bench Press,4,7,120.0,840.0
0,2026-07-09,shoulders,rear_delt,Rear Delt Fly,1,8,38.4,307.2
0,2026-07-09,shoulders,rear_delt,Rear Delt Fly,2,6,35.1,210.6
0,2026-07-09,shoulders,rear_delt,Rear Delt Fly,3,10,38.4,384.0
0,2026-07-09,tricep,lateral_medial,Tricep Pushdown,1,12,41.2,494.4
0,2026-07-09,tricep,lateral_medial,Tricep Pushdown,2,10,38.8,388.0
0,2026-07-09,tricep,lateral_medial,Tricep Pushdown,3,7,36.8,257.6
0,2026-07-09,tricep,lateral_medial,Tricep Pushdown,4,11,42.7,469.7
0,2026-07-10,back,upper_back,Barbell Row,1,8,121.8,974.4
0,2026-07-10,back,upper_back,Barbell Row,2,7,124.7,872.9
0,2026-07-10,back,upper_back,Barbell Row,3,10,117.8,1178.0
0,2026-07-10,back,upper_back,Barbell Row,4,11,122.8,1350.8
0,2026-07-10,back,lats,Wide-Grip Lat Pulldown,1,8,124.7,997.6
0,2026-07-10,back,lats,Wide-Grip Lat Pulldown,2,12,119.7,1436.4
0,2026-07-10,back,lats,Wide-Grip Lat Pulldown,3,12,116.9,1402.8
0,2026-07-10,bicep,supinated,Incline Dumbbel Curl,1,9,32.7,294.3
0,2026-07-10,bicep,supinated,Incline Dumbbel Curl,2,12,28.8,345.6
0,2026-07-10,bicep,supinated,Incline Dumbbel Curl,3,10,29.2,292.0
0,2026-07-10,bicep,supinated,Incline Dumbbel Curl,4,7,33.2,232.4
0,2026-07-10,bicep,nuetral,Rope Hammer Curl,1,12,27.5,330.0
0,2026-07-10,bicep,nuetral,Rope Hammer Curl,2,11,29.8,327.8
0,2026-07-10,bicep,nuetral,Rope Hammer Curl,3,8,30.5,244.0
0,2026-07-11,legs,hamstrings,Romanian Deadlift,1,6,152.6,915.6
0,2026-07-11,legs,hamstrings,Romanian Deadlift,2,8,149.5,1196.0
0,2026-07-11,legs,hamstrings,Romanian Deadlift,3,10,146.5,1465.0
0,2026-07-11,legs,hamstrings,Romanian Deadlift,4,9,145.9,1313.1
0,2026-07-11,legs,glutes,Glute Bridge,1,8,154.3,1234.4
0,2026-07-11,legs,glutes,Glute Bridge,2,9,145.5,1309.5
0,2026-07-11,legs,glutes,Glute Bridge,3,10,148.7,1487.0
0,2026-07-11,legs,glutes,Glute Bridge,4,9,154.9,1394.1
0,2026-07-11,legs,calves,Leg Press Calf Raise,1,6,148.2,889.2
0,2026-07-11,legs,calves,Leg Press Calf Raise,2,6,153.4,920.4
0,2026-07-11,legs,calves,Leg Press Calf Raise,3,11,148.4,1632.4
0,2026-07-13,chest,upper_chest,Incline Smith Machine Bench Press,1,11,118.3,1301.3
0,2026-07-13,chest,upper_chest,Incline Smith Machine Bench Press,2,12,117.1,1405.2
0,2026-07-13,chest,upper_chest,Incline Smith Machine Bench Press,3,9,116.2,1045.8
0,2026-07-13,chest,upper_chest,Incline Smith Machine Bench Press,4,6,110.2,661.2
0,2026-07-13,shoulders,front_delt,Dumbbell Shoulder Press,1,10,39.4,394.0
0,2026-07-13,shoulders,front_delt,Dumbbell Shoulder Press,2,10,35.3,353.0
0,2026-07-13,shoulders,front_delt,Dumbbell Shoulder Press,3,6,37.8,226.8
0,2026-07-13,tricep,lateral_medial,Reverse Grip Pushdown,1,6,35.5,213.0
0,2026-07-13,tricep,lateral_medial,Reverse Grip Pushdown,2,9,41.4,372.6
0,2026-07-13,tricep,lateral_medial,Reverse Grip Pushdown,3,10,39.6,396.0
0,2026-07-13,tricep,lateral_medial,Reverse Grip Pushdown,4,6,43.4,260.4
0,2026-07-14,back,traps,Barbell Shrug,1,11,116.4,1280.4
0,2026-07-14,back,traps,Barbell Shrug,2,9,115.0,1035.0
0,2026-07-14,back,traps,Barbell Shrug,3,8,117.4,939.2
0,2026-07-14,back,lats,Single-Arm Lat Pulldown,1,11,121.7,1338.7
0,2026-07-14,back,lats,Single-Arm Lat Pulldown,2,10,124.7,1247.0
0,2026-07-14,back,lats,Single-Arm Lat Pulldown,3,6,124.5,747.0
0,2026-07-14,bicep,supinated,Incline Dumbbel Curl,1,9,33.7,303.3
0,2026-07-14,bicep,supinated,Incline Dumbbel Curl,2,6,31.4,188.4
0,2026-07-14,bicep,supinated,Incline Dumbbel Curl,3,8,27.5,220.0
0,2026-07-14,bicep,nuetral,Hammer Curl,1,12,25.7,308.4
0,2026-07-14,bicep,nuetral,Hammer Curl,2,7,32.3,226.1
0,2026-07-14,bicep,nuetral,Hammer Curl,3,11,26.0,286.0
0,2026-07-14,bicep,nuetral,Hammer Curl,4,10,32.4,324.0
0,2026-07-15,legs,quads,Leg Press,1,12,151.4,1816.8
0,2026-07-15,legs,quads,Leg Press,2,12,152.8,1833.6
0,2026-07-15,legs,quads,Leg Press,3,9,154.8,1393.2
0,2026-07-15,legs,quads,Leg Press,4,9,151.3,1361.7
0,2026-07-15,legs,hamstrings,Seated Leg Curl,1,11,152.8,1680.8
0,2026-07-15,legs,hamstrings,Seated Leg Curl,2,9,145.4,1308.6
0,2026-07-15,legs,hamstrings,Seated Leg Curl,3,7,145.4,1017.8
0,2026-07-15,legs,glutes,Glute Bridge,1,8,154.3,1234.4
0,2026-07-15,legs,glutes,Glute Bridge,2,10,149.0,1490.0
0,2026-07-15,legs,glutes,Glute Bridge,3,12,150.4,1804.8
0,2026-07-17,back,lower_back,Good Morning,1,12,122.8,1473.6
0,2026-07-17,back,lower_back,Good Morning,2,12,121.6,1459.2
0,2026-07-17,back,lower_back,Good Morning,3,8,116.2,929.6
0,2026-07-17,back,lower_back,Good Morning,4,8,119.4,955.2
0,2026-07-17,back,lats,Single-Arm Lat Pulldown,1,9,118.4,1065.6
0,2026-07-17,back,lats,Single-Arm Lat Pulldown,2,7,120.0,840.0
0,2026-07-17,back,lats,Single-Arm Lat Pulldown,3,9,118.7,1068.3
0,2026-07-17,back,lats,Single-Arm Lat Pulldown,4,12,120.2,1442.4
0,2026-07-17,bicep,supinated,Barbell Curl,1,6,29.3,175.8
0,2026-07-17,bicep,supinated,Barbell Curl,2,12,26.8,321.6
0,2026-07-17,bicep,supinated,Barbell Curl,3,8,28.2,225.6
0,2026-07-17,bicep,supinated,Barbell Curl,4,6,28.3,169.8
0,2026-07-17,bicep,nuetral,Cross-Body Hammer Curl,1,9,31.0,279.0
0,2026-07-17,bicep,nuetral,Cross-Body Hammer Curl,2,9,26.7,240.3
0,2026-07-17,bicep,nuetral,Cross-Body Hammer Curl,3,9,28.5,256.5
0,2026-07-17,bicep,nuetral,Cross-Body Hammer Curl,4,6,32.3,193.8
0,2026-07-18,legs,hamstrings,Nordic Hamstring Curl,1,11,154.8,1702.8
0,2026-07-18,legs,hamstrings,Nordic Hamstring Curl,2,6,145.8,874.8
0,2026-07-18,legs,hamstrings,Nordic Hamstring Curl,3,11,149.1,1640.1
0,2026-07-18,legs,hamstrings,Nordic Hamstring Curl,4,10,153.0,1530.0
0,2026-07-18,legs,glutes,Glute Bridge,1,7,153.5,1074.5
0,2026-07-18,legs,glutes,Glute Bridge,2,11,152.8,1680.8
0,2026-07-18,legs,glutes,Glute Bridge,3,6,146.3,877.8
0,2026-07-18,legs,calves,Seated Calf Raise,1,8,148.8,1190.4
0,2026-07-18,legs,calves,Seated Calf Raise,2,10,145.3,1453.0
0,2026-07-18,legs,calves,Seated Calf Raise,3,7,151.8,1062.6
0,2026-07-18,legs,calves,Seated Calf Raise,4,8,148.7,1189.6
0,2026-07-20,chest,mid_chest,Cable Chest Fly,1,9,113.1,1017.9
0,2026-07-20,chest,mid_chest,Cable Chest Fly,2,8,112.5,900.0
0,2026-07-20,chest,mid_chest,Cable Chest Fly,3,6,110.3,661.8
0,2026-07-20,chest,mid_chest,Cable Chest Fly,4,7,115.0,805.0
0,2026-07-20,shoulders,side_delt,Cable Lateral Raise,1,8,37.7,301.6
0,2026-07-20,shoulders,side_delt,Cable Lateral Raise,2,11,34.5,379.5
0,2026-07-20,shoulders,side_delt,Cable Lateral Raise,3,10,32.9,329.0
0,2026-07-20,tricep,long_head,EZ Bar Skull Crusher,1,6,36.4,218.4
0,2026-07-20,tricep,long_head,EZ Bar Skull Crusher,2,6,39.5,237.0
0,2026-07-20,tricep,long_head,EZ Bar Skull Crusher,3,11,39.5,434.5
0,2026-07-21,back,upper_back,Seated Cable Row,1,11,115.6,1271.6
0,2026-07-21,back,upper_back,Seated Cable Row,2,10,117.9,1179.0
0,2026-07-21,back,upper_back,Seated Cable Row,3,8,123.5,988.0
0,2026-07-21,back,upper_back,Seated Cable Row,4,11,122.1,1343.1
0,2026-07-21,back,lats,Wide-Grip Lat Pulldown,1,10,117.2,1172.0
0,2026-07-21,back,lats,Wide-Grip Lat Pulldown,2,7,122.9,860.3
0,2026-07-21,back,lats,Wide-Grip Lat Pulldown,3,7,122.9,860.3
0,2026-07-21,back,lats,Wide-Grip Lat Pulldown,4,6,118.6,711.6
0,2026-07-21,bicep,supinated,Incline Dumbbel Curl,1,9,33.0,297.0
0,2026-07-21,bicep,supinated,Incline Dumbbel Curl,2,10,26.3,263.0
0,2026-07-21,bicep,supinated,Incline Dumbbel Curl,3,6,25.7,154.2
0,2026-07-21,bicep,supinated,Incline Dumbbel Curl,4,9,35.0,315.0
0,2026-07-21,bicep,nuetral,Rope Hammer Curl,1,10,29.1,291.0
0,2026-07-21,bicep,nuetral,Rope Hammer Curl,2,9,33.2,298.8
0,2026-07-21,bicep,nuetral,Rope Hammer Curl,3,6,26.3,157.8
0,2026-07-21,bicep,nuetral,Rope Hammer Curl,4,8,31.4,251.2
0,2026-07-22,legs,quads,Leg Extension,1,7,153.8,1076.6
0,2026-07-22,legs,quads,Leg Extension,2,12,150.5,1806.0
0,2026-07-22,legs,quads,Leg Extension,3,10,146.8,1468.0
0,2026-07-22,legs,quads,Leg Extension,4,7,149.3,1045.1
0,2026-07-22,legs,hamstrings,Romanian Deadlift,1,10,146.5,1465.0
0,2026-07-22,legs,hamstrings,Romanian Deadlift,2,7,146.6,1026.2
0,2026-07-22,legs,hamstrings,Romanian Deadlift,3,11,147.3,1620.3
0,2026-07-22,legs,glutes,Cable Kickback,1,8,147.0,1176.0
0,2026-07-22,legs,glutes,Cable Kickback,2,10,147.7,1477.0
0,2026-07-22,legs,glutes,Cable Kickback,3,11,148.0,1628.0
0,2026-07-24,back,traps,Dumbbell Shrug,1,11,121.2,1333.2
0,2026-07-24,back,traps,Dumbbell Shrug,2,10,118.4,1184.0
0,2026-07-24,back,traps,Dumbbell Shrug,3,10,115.4,1154.0
0,2026-07-24,back,lats,Lat Pulldown,1,6,124.5,747.0
0,2026-07-24,back,lats,Lat Pulldown,2,12,120.8,1449.6
0,2026-07-24,back,lats,Lat Pulldown,3,11,117.1,1288.1
0,2026-07-24,bicep,supinated,Incline Dumbbel Curl,1,10,31.4,314.0
0,2026-07-24,bicep,supinated,Incline Dumbbel Curl,2,9,33.9,305.1
0,2026-07-24,bicep,supinated,Incline Dumbbel Curl,3,10,27.9,279.0
0,2026-07-24,bicep,supinated,Incline Dumbbel Curl,4,8,29.8,238.4
0,2026-07-24,bicep,nuetral,Rope Hammer Curl,1,8,29.5,236.0
0,2026-07-24,bicep,nuetral,Rope Hammer Curl,2,11,25.6,281.6
0,2026-07-24,bicep,nuetral,Rope Hammer Curl,3,9,29.2,262.8
0,2026-07-24,bicep,nuetral,Rope Hammer Curl,4,9,27.0,243.0
0,2026-07-25,legs,hamstrings,Lying Leg Curl,1,9,146.3,1316.7
0,2026-07-25,legs,hamstrings,Lying Leg Curl,2,8,150.1,1200.8
0,2026-07-25,legs,hamstrings,Lying Leg Curl,3,6,148.2,889.2
0,2026-07-25,legs,hamstrings,Lying Leg Curl,4,9,146.2,1315.8
0,2026-07-25,legs,glutes,Smith Machine Hip Thrust,1,7,146.0,1022.0
0,2026-07-25,legs,glutes,Smith Machine Hip Thrust,2,8,154.5,1236.0
0,2026-07-25,legs,glutes,Smith Machine Hip Thrust,3,12,151.2,1814.4
0,2026-07-25,legs,calves,Seated Calf Raise,1,12,148.3,1779.6
0,2026-07-25,legs,calves,Seated Calf Raise,2,10,152.2,1522.0
0,2026-07-25,legs,calves,Seated Calf Raise,3,7,152.6,1068.2
0,2026-07-27,chest,lower_chest,High to Low Cable Fly,1,8,115.0,920.0
0,2026-07-27,chest,lower_chest,High to Low Cable Fly,2,6,119.5,717.0
0,2026-07-27,chest,lower_chest,High to Low Cable Fly,3,10,114.6,1146.0
0,2026-07-27,chest,lower_chest,High to Low Cable Fly,4,7,112.2,785.4
0,2026-07-27,shoulders,rear_delt,Cable Rear Delt Fly,1,6,32.8,196.8
0,2026-07-27,shoulders,rear_delt,Cable Rear Delt Fly,2,10,38.8,388.0
0,2026-07-27,shoulders,rear_delt,Cable Rear Delt Fly,3,11,36.7,403.7
0,2026-07-27,tricep,lateral_medial,Close-Grip Bench Press,1,12,36.1,433.2
